aff_name,lat,lon
Indiana University,39.1685,-86.5199
Australian National University,-35.2739,149.121
VU Amsterdam,52.3348,4.86649
HKUST,22.3356,114.264
Monash University,-27.4978,153.013
UFF,-22.8966,-43.1267
Tufts University,42.4089,-71.1182
North Carolina State University,35.7868,-78.6644
EPFL,46.5196,6.56625
Carleton University,45.3835,-75.6972
University of Bern,46.9506,7.43739
Harvard University,42.3756,-71.1233
National Taiwan University,25.0168,121.53299999999999
University of Kansas,38.9611,-95.2511
Georgia Institute of Technology,33.7713,-84.3944
University College London,51.5523,-0.16523
Stanford University,37.4296,-122.165
IIT Kharagpur,22.3097,87.2958
Massachusetts Institute of Technology,42.358999999999995,-71.0935
University of Maryland - College Park,38.9878,-76.9389
Binghamton University,42.0936,-75.9676
Old Dominion University,36.8903,-76.305
Brandeis University,42.3659,-71.255
Iowa State University,42.0227,-93.6391
University of Edinburgh,55.9452,-3.18804
OHSU,45.4991,-122.68799999999999
Clemson University,34.68,-82.8352
Washington University in St. Louis,38.6478,-90.3013
University of Luxembourg,49.623000000000005,6.11223
RWTH Aachen,50.7773,6.07782
New Mexico State University,32.282,-106.755
Missouri University of Technology,37.9548,-91.7737
Bielefeld University,52.0388,8.49507
Hacettepe University,39.8961,32.7336
University of Notre Dame,41.6979,-86.2387
KAIST,36.372,127.363
University of North Texas,33.2112,-97.1491
University of California - Davis,38.5367,-121.749
Nanyang Technological University,1.34476,103.682
University of Tennessee,35.9576,-83.9271
Georgetown University,38.9077,-77.0715
Masaryk University,49.1986,16.6049
Carnegie Mellon University,40.4411,-79.9419
Concordia University,45.4974,-73.5771
University of California - Los Angeles,34.074,-118.43799999999999
University of Ottawa,45.4226,-75.6843
Sharif University of Technology,35.7018,51.3514
IIT Madras,13.0065,80.2424
University of Queensland,-27.4667,153.024
University of Guelph,43.5279,-80.2231
University of Rochester,43.1252,-77.6314
KU Leuven,50.8777,4.7005
University of Otago,-45.8669,170.511
National University of Singapore,1.29718,103.77799999999999
University of Arkansas,36.0703,-94.1771
McGill University,45.5073,-73.6144
PUC-RS,-30.0576,-51.1753
Universidade de Lisboa,38.7339,-9.159989999999999
Auburn University,32.6041,-85.4819
Nanjing University,32.0561,118.775
University of Saskatchewan,52.1299,-106.633
University of Idaho,46.7255,-117.01
Peking University,39.9868,116.29799999999999
University of Freiburg,47.9952,7.84802
Lund University,55.7064,13.1939
UFRJ,-22.8629,-43.2288
Universidade Federal de Viçosa,-20.7603,-42.8678
Queen Mary University of London,51.5229,-0.04023
George Mason University,38.835,-77.3112
University of Iowa,41.6625,-91.5365
University of Washington,47.6568,-122.31200000000001
University of Tokyo,35.7081,139.767
University of Florida,29.6497,-82.3412
University of Canterbury,-43.5234,172.58
Bar-Ilan University,32.0678,34.8451
Università della Svizzera italiana,46.011,8.958
